order_id,customer_id,product_id,order_date,quantity,order_status
2136,6364,4,2023-03-15,2,Cancelled
2137,6705,21,2023-12-02,3,
2138,3625,1,2023-01-31,2,Pending
2139,5447,38,2024-06-03,2,Cancelled
2140,9253,60,2023-02-20,4,Completed
2141,8574,76,2023-12-03,3,Completed
2142,6032,91,2023-10-25,4,
2143,6183,14,2023-09-17,3,Completed
2144,1133,79,2023-08-03,1,Completed
2145,2477,88,2023-07-11,4,Cancelled
2146,3136,82,2023-09-05,4,Completed
2147,2080,17,2024-02-21,1,Completed
2148,945,73,2024-04-14,1,Completed
2149,5841,47,2023-12-06,3,Pending
2150,3963,82,2023-09-19,1,
2151,6675,56,2023-01-04,2,Completed
2152,835,53,2023-01-27,,Pending
2153,3751,18,2023-08-16,1,Completed
2154,4185,69,2023-03-14,1,Cancelled
2155,7179,48,2024-05-21,3,Completed
2156,5169,9,2024-01-12,1,Returned
2157,4992,54,2024-07-21,4,Pending
2158,8147,35,2023-12-06,1,Completed
2159,5291,46,2024-04-20,2,Pending
2160,4239,1,2024-01-07,1,Completed
2161,8399,41,2024-07-24,3,Returned
2162,8166,73,2024-07-09,3,Completed
2163,3535,32,2023-10-03,,Pending
2164,2053,84,2023-02-24,2,Completed
2165,8152,77,2023-12-11,4,Completed
2166,29,40,2024-01-18,3,Pending
2167,9406,11,2023-04-11,,Returned
2168,8380,62,2024-04-09,1,Returned
2169,1861,46,2024-08-15,2,Returned
2170,7935,48,2024-03-06,2,Completed
2171,2573,43,2023-03-21,1,
2172,8052,51,2023-01-21,3,Returned
2173,6129,61,2023-08-19,4,Completed
2174,4015,42,2023-06-17,3,Cancelled
2175,4253,26,2024-06-23,1,
2176,2128,11,2023-06-02,1,Pending
2177,2708,25,2024-05-12,1,Completed
2178,9934,40,2023-04-02,,Cancelled
2179,1814,25,2023-12-23,2,Pending
2180,7817,84,2023-12-22,2,Completed
2181,8352,75,2024-02-23,2,
2182,8536,74,2023-01-02,1,Completed
2183,8397,52,2023-07-22,1,Completed
2184,8497,3,2024-03-16,2,Completed
2185,8592,39,2024-02-21,4,Completed
2186,6250,91,2023-01-28,4,Completed
2187,6486,35,2023-08-28,4,Cancelled
2188,9178,40,2024-04-18,,Completed
2189,1806,95,2023-06-12,1,Cancelled
2190,5048,85,2023-04-04,1,Completed
2191,5541,22,2023-06-24,1,Pending
2192,2097,62,2023-07-14,3,
2193,5338,19,2023-06-18,3,Completed
2194,1460,14,2023-12-02,3,Returned
2195,6935,50,2024-06-30,2,Pending
2196,9538,62,2024-01-23,2,Cancelled
2197,8423,87,2024-05-10,2,Completed
2198,3783,90,2024-07-15,1,Completed
2199,3501,43,2023-08-18,4,Pending
2200,9075,55,2024-06-09,,Completed
2201,5606,40,2023-03-09,2,Completed
2202,6420,12,2023-12-20,3,Completed
2203,8625,65,2024-08-01,2,Completed
2204,9401,34,2024-06-22,1,Cancelled
2205,7890,83,2023-05-01,1,Cancelled
2206,5239,23,2024-02-27,1,Completed
2207,1818,71,2023-08-14,3,Completed
2208,7571,7,2024-05-22,1,Completed
2209,5104,65,2023-12-04,4,Completed
2210,618,18,2023-09-15,,Cancelled
2211,8510,8,2024-03-06,1,Completed
2212,6286,89,2023-11-17,1,Completed
2213,457,42,2023-09-13,3,Returned
2214,501,93,2023-07-13,4,Pending
2215,8075,87,2023-05-08,2,Completed
2216,2316,93,2024-05-26,2,Completed
2217,3875,1,2024-04-23,4,Completed
2218,6631,79,2023-12-09,2,Completed
2219,4974,15,2024-03-30,1,Pending
2220,4775,28,2024-02-09,,Completed
2221,1004,36,2023-04-19,1,Completed
2222,6849,96,2024-03-25,1,Completed
2223,4197,46,2024-02-04,2,Pending
2224,6716,77,2024-07-29,1,Returned
2225,1067,21,2023-09-02,,Completed
2226,4717,49,2024-01-18,2,Cancelled
2227,9821,39,2024-08-04,4,Completed
2228,6609,38,2023-09-03,1,Pending
2229,3235,9,2023-02-05,1,Completed
2230,6495,20,2024-01-27,3,Completed
2231,4499,84,2024-07-11,,Pending
2232,5268,8,2023-12-02,1,Pending
2233,6172,14,2024-01-24,3,Completed
2234,8096,62,2023-04-25,1,Completed
2235,3670,84,2023-10-25,4,Pending
2236,4716,35,2023-10-24,,Pending
2237,9658,55,2023-12-10,3,Pending
2238,6070,45,2023-01-03,3,Completed
2239,1962,21,2023-03-17,1,Returned
2240,876,53,2024-04-03,1,Completed
2241,8735,54,2024-04-06,1,Completed
2242,3517,86,2023-03-22,1,Completed
2243,3866,43,2023-08-29,4,Completed
2244,4500,6,2024-04-12,2,Cancelled
2245,9211,55,2023-07-27,1,Completed
2246,7234,44,2023-10-12,4,Completed
2247,9621,91,2023-11-18,,Completed
2248,5948,68,2024-02-06,2,
2249,575,4,2023-05-02,2,Completed
2250,1459,63,2024-02-20,1,Completed
2251,7396,92,2023-05-30,2,Cancelled
2252,9692,91,2023-03-02,2,Returned
2253,9684,58,2023-02-18,,Cancelled
2254,3173,54,2024-04-06,3,
2255,2471,81,2023-09-05,4,Completed
2256,3428,38,2024-06-03,1,Completed
2257,7799,60,2024-01-20,2,Returned
2258,7737,52,2024-06-29,1,Cancelled
2259,4207,29,2023-10-12,4,Completed
2260,2201,40,2023-07-22,1,Completed
2261,2965,71,2024-03-19,2,
2262,6906,8,2024-01-23,1,Pending
2263,3314,97,2023-07-21,3,Completed
2264,2928,96,2023-03-24,2,Completed
2265,8874,35,2024-01-01,2,Returned
2266,8471,82,2023-07-05,1,Completed
2267,4459,16,2024-07-23,2,Completed
2268,1649,18,2024-06-01,3,Completed
2269,5528,59,2023-10-16,,Completed
2270,9351,89,2024-04-24,1,Pending
2271,8185,34,2023-03-19,,Returned
2272,2342,4,2023-01-15,2,Completed
2273,1519,69,2023-03-02,1,Completed
2274,1839,78,2024-01-03,3,Returned
2275,871,65,2024-06-27,2,Completed
2276,5539,61,2023-02-27,1,Cancelled
2277,9534,86,2023-01-22,3,Completed
2278,5478,46,2024-06-09,2,Completed
2279,9364,21,2023-04-16,3,Completed
2280,1129,77,2024-06-06,3,Returned
2281,6500,100,2023-09-30,2,Returned
2282,1285,93,2023-07-29,2,Completed
2283,8763,38,2024-06-09,1,Completed
2284,2865,73,2024-02-29,2,Completed
2285,6046,97,2023-09-20,1,Completed
2286,1978,86,2024-01-10,1,Returned
2287,8639,81,2024-02-15,2,Completed
2288,9473,60,2024-05-20,1,Completed
2289,5040,87,2024-06-21,3,Completed
2290,7040,36,2024-08-15,2,Completed
2291,8829,6,2023-08-06,4,Pending
2292,2974,39,2024-01-17,1,Cancelled
2293,4627,29,2023-07-16,2,Completed
2294,119,27,2024-03-21,3,Completed
2295,8000,69,2024-01-11,,Cancelled
2296,2293,9,2023-09-29,,Pending
2297,2105,24,2024-05-21,2,Pending
2298,1068,63,2024-03-01,3,Completed
2299,424,19,2023-05-15,2,Completed
2300,3820,97,2024-02-01,2,Completed
2301,7704,30,2023-05-10,3,Completed
2302,1281,58,2023-12-31,2,Completed
2303,3433,40,2023-03-23,1,
2304,763,68,2024-04-20,3,Cancelled
2305,1630,32,2023-05-05,4,Cancelled
2306,5500,65,2023-12-24,1,Completed
2307,8635,34,2023-06-06,3,Completed
2308,3015,85,2024-06-16,2,Cancelled
2309,1498,31,2023-02-12,2,Returned
2310,8281,59,2023-08-01,3,Pending
2311,9172,78,2024-05-09,,Cancelled
2312,8654,26,2024-01-09,2,Completed
2313,3553,22,2023-10-27,4,Cancelled
2314,7638,34,2024-03-26,2,Completed
2315,8572,97,2024-06-15,4,Cancelled
2316,4497,13,2023-01-12,4,Pending
2317,4647,96,2024-03-28,4,Cancelled
2318,2984,55,2023-01-21,,Completed
2319,3061,8,2024-01-08,1,Cancelled
2320,7835,62,2024-04-20,2,Cancelled
2321,6805,22,2024-04-10,3,Completed
2322,7511,56,2024-06-11,3,Returned
2323,2951,84,2023-10-19,4,Completed
2324,4541,21,2023-12-12,1,Completed
2325,7419,98,2024-02-04,3,Returned
2326,6064,49,2023-08-29,3,Cancelled
2327,7662,94,2024-01-27,1,
2328,3422,6,2024-01-03,2,Completed
2329,1991,35,2023-11-27,1,Completed
2330,3857,27,2024-05-12,4,Completed
2331,1483,84,2024-05-22,1,
2332,2546,40,2023-07-16,1,Pending
2333,4221,14,2024-06-26,1,Completed
2334,643,74,2024-08-17,1,Completed
2335,3919,52,2023-10-12,3,Completed
2336,1587,79,2024-07-31,4,Cancelled
2337,2410,40,2023-12-16,2,Completed
2338,6505,43,2023-05-19,1,Completed
2339,55,58,2023-02-18,2,Completed
2340,842,3,2023-10-27,2,Returned
2341,6929,15,2023-02-16,2,Completed
2342,4588,45,2023-07-29,2,Returned
2343,9177,95,2023-01-29,3,Completed
2344,2907,11,2023-08-13,2,Completed
2345,5089,39,2024-08-09,3,Completed
2346,5057,19,2023-05-06,2,Completed
2347,5983,79,2024-06-14,1,Completed
2348,2273,20,2023-11-26,,Completed
2349,6142,86,2024-08-22,1,Completed
2350,8016,71,2024-03-27,2,Pending
2351,8295,56,2023-08-02,,Completed
2352,9162,78,2023-05-22,1,Cancelled
2353,1072,4,2023-08-24,1,Completed
2354,737,9,2024-08-19,2,
2355,9558,25,2023-02-21,1,
2356,6377,47,2023-06-21,3,Returned
2357,7750,99,2023-11-05,4,Completed
2358,3631,49,2023-04-24,2,Completed
2359,228,27,2024-02-04,3,Completed
2360,6666,28,2023-02-16,3,Completed
2361,5712,88,2023-01-03,4,Completed
2362,6157,97,2023-02-17,3,Completed
2363,3571,97,2023-09-17,,
2364,8637,62,2024-05-19,2,Completed
2365,7994,16,2024-06-07,1,Completed
2366,1620,87,2024-06-20,2,Cancelled
2367,2205,46,2023-02-24,4,Completed
2368,2704,75,2023-01-24,1,Completed
2369,7743,46,2024-02-26,3,Completed
2370,7575,40,2024-01-19,2,Returned
2371,9374,83,2024-05-02,,Pending
2372,798,34,2024-01-19,3,Completed
2373,9027,87,2023-03-05,3,Pending
2374,3000,10,2023-10-03,4,Pending
2375,2765,1,2023-10-11,,Completed
2376,3685,66,2024-05-29,2,Completed
2377,8200,86,2023-08-11,,Returned
2378,6240,17,2023-11-19,1,Completed
2379,3875,47,2023-04-01,4,Returned
2380,3330,24,2023-03-17,2,Completed
2381,6070,50,2023-09-04,2,Completed
2382,5585,85,2023-09-29,4,Cancelled
2383,8806,29,2024-07-29,3,Returned
2384,8881,78,2023-12-28,2,Completed
2385,9090,72,2023-10-02,1,Cancelled
2386,8302,94,2023-06-18,,Completed
2387,1161,86,2024-03-17,2,
2388,3611,87,2024-07-27,1,Completed
2389,4745,13,2023-01-23,3,Returned
2390,7332,64,2023-01-13,2,Cancelled
2391,2004,28,2024-03-17,3,Completed
2392,8036,94,2023-11-05,1,Completed
2393,1528,5,2023-01-26,2,Completed
2394,7319,74,2023-08-21,,Cancelled
2395,7235,9,2023-10-23,,Completed
2396,5170,14,2024-04-21,4,Returned
2397,4611,10,2024-07-25,4,Completed
2398,6722,33,2023-07-19,1,Completed
2399,8698,75,2023-07-04,2,Completed
2400,4251,40,2023-03-16,3,Completed
2401,6627,6,2024-02-16,1,Cancelled
2402,2856,17,2024-08-08,1,Completed
2403,3965,36,2023-06-09,2,Returned
2404,7936,70,2023-06-08,2,Completed
2405,1675,61,2024-07-29,1,Completed
2406,9383,74,2023-04-12,2,Completed
2407,2393,49,2023-04-26,,Completed
2408,6879,69,2023-01-01,1,Cancelled
2409,1922,83,2024-08-02,3,Pending
2410,4434,71,2023-03-31,2,Completed
2411,1828,24,2023-11-22,4,Completed
2412,717,51,2024-05-14,3,Completed
2413,631,42,2023-04-17,1,Completed
2414,4861,19,2023-07-12,1,Completed
2415,8277,62,2023-10-04,3,Completed
2416,3769,75,2023-08-13,1,Completed
2417,8929,67,2023-11-16,2,Completed
2418,2708,30,2024-01-10,2,Returned
2419,8419,38,2023-02-02,1,Completed
2420,3358,6,2023-02-20,2,Completed
2421,9500,99,2024-03-16,2,Cancelled
2422,7861,22,2023-06-07,1,Completed
2423,4205,11,2023-07-07,4,Completed
2424,4231,72,2024-03-31,,Cancelled
2425,5034,91,2024-02-07,1,Returned
2426,4387,29,2023-11-21,1,Completed
2427,8158,8,2024-06-28,,Completed
2428,7676,87,2024-08-17,3,Completed
2429,9845,93,2023-01-17,4,Completed
2430,1868,80,2023-02-03,2,Returned
2431,6966,35,2023-12-28,2,Returned
2432,7197,72,2023-01-22,,Completed
2433,27,72,2023-10-19,2,Completed
2434,6157,45,2023-05-27,3,Pending
2435,9125,33,2023-02-01,3,Completed
2436,6589,5,2023-10-13,4,Returned
2437,5768,62,2024-03-04,,Completed
2438,467,37,2024-03-08,2,Completed
2439,7690,17,2023-10-11,1,Completed
2440,2701,22,2024-04-19,1,Completed
2441,9691,78,2023-08-21,4,Completed
2442,8810,32,2023-03-16,1,Pending
2443,3778,14,2023-02-15,1,Completed
2444,2688,20,2024-08-01,4,Completed
2445,5333,22,2023-07-13,2,Completed
2446,6807,30,2023-03-08,4,Completed
2447,5057,54,2023-06-13,3,Completed
2448,9697,33,2024-06-17,2,
2449,180,5,2024-04-07,1,Completed
2450,7997,18,2023-11-20,2,Returned
2451,5465,63,2024-07-30,1,Completed
2452,6721,46,2024-08-20,3,Completed
2453,922,7,2023-09-28,2,Completed
2454,3093,29,2024-02-21,1,Returned
2455,5528,57,2023-04-08,2,Completed
2456,9703,47,2024-05-14,4,Pending
2457,7466,9,2023-03-09,,Completed
2458,2720,59,2023-04-04,2,Pending
2459,8114,71,2024-06-19,1,Completed
2460,9216,71,2023-12-06,4,Completed
2461,152,43,2023-04-15,3,Completed
2462,8205,59,2023-09-29,,Completed
2463,8907,6,2023-10-25,2,Completed
2464,3626,53,2024-01-03,2,Completed
2465,8441,64,2023-06-30,,Completed
2466,1145,91,2023-04-13,2,Completed
2467,4483,4,2024-01-03,1,Completed
2468,4535,1,2024-04-07,2,Pending
2469,721,70,2024-02-07,1,Completed
2470,4569,31,2024-02-16,3,
2471,3230,65,2023-01-02,3,Pending
2472,1007,69,2023-04-19,1,Completed
2473,4729,19,2023-06-06,4,Completed
2474,7100,69,2023-12-19,2,Completed
2475,7117,69,2023-11-06,1,Cancelled
2476,3814,49,2024-06-18,1,Completed
2477,538,31,2023-03-29,4,Cancelled
2478,2686,60,2024-08-20,2,Returned
2479,1981,71,2023-08-28,4,
2480,5907,79,2024-01-27,1,Completed
2481,540,55,2024-05-12,1,
2482,7047,77,2023-10-10,4,Completed
2483,7262,76,2024-04-29,3,Returned
2484,8676,83,2024-01-13,2,Completed
2485,9221,77,2023-03-19,,Completed
2486,6301,91,2023-08-27,1,Completed
2487,52,38,2023-11-15,4,Completed
2488,8435,33,2023-12-01,3,Completed
2489,1687,6,2024-02-03,1,
2490,2822,13,2024-01-31,3,Completed
2491,6564,77,2024-07-16,,Completed
2492,8121,77,2024-04-01,3,Completed
2493,8097,20,2023-08-24,2,Completed
2494,8617,100,2024-02-03,2,Completed
2495,8887,37,2023-02-06,4,
2496,8546,45,2024-05-14,,Completed
2497,3691,73,2023-07-14,4,Cancelled
2498,1690,81,2023-12-11,3,Completed
2499,8485,99,2023-08-20,1,Returned
2500,717,59,2023-08-09,4,Completed
2501,7284,52,2023-09-02,1,Cancelled
2502,4576,18,2023-08-10,4,Cancelled
2503,4573,25,2023-07-28,1,Completed
2504,638,79,2023-05-02,2,Completed
2505,7980,87,2023-03-03,3,Completed
2506,9492,1,2024-05-16,4,Pending
2507,3949,41,2023-10-06,4,Completed
2508,8882,18,2023-01-20,1,Completed
2509,5551,1,2023-01-26,1,Completed
2510,8904,39,2024-05-18,,Returned
2511,8631,74,2023-07-31,1,Completed
2512,3342,31,2024-05-20,3,Cancelled
2513,5551,71,2024-01-31,,Cancelled
2514,4239,38,2023-12-23,4,Cancelled
2515,1784,8,2023-05-31,2,Cancelled
2516,9060,34,2023-12-22,3,Completed
2517,1489,73,2024-08-15,2,Pending
2518,7161,89,2024-05-13,2,Completed
2519,468,27,2024-07-15,1,Completed
2520,5584,41,2023-01-18,4,Returned
2521,1418,7,2024-01-02,1,Completed
2522,5906,32,2024-01-26,3,Cancelled
2523,1777,73,2023-09-14,3,Completed
2524,1082,81,2023-01-18,2,Completed
2525,2926,99,2024-04-22,1,Completed
2526,4085,16,2024-04-19,4,Completed
2527,7629,2,2023-06-15,2,Completed
2528,6196,43,2023-11-29,3,Completed
2529,1012,31,2024-03-17,1,Cancelled
2530,7903,80,2023-12-25,1,Cancelled
2531,814,47,2024-08-13,1,Completed
2532,273,33,2023-07-27,1,Completed
2533,3645,85,2024-08-12,1,Cancelled
2534,1717,17,2024-06-06,3,Completed
2535,6277,99,2023-06-23,1,Cancelled
2536,6233,54,2024-04-15,1,Cancelled
2537,6829,54,2023-05-28,1,Completed
2538,357,51,2023-06-30,3,Completed
2539,204,52,2023-06-05,2,Pending
2540,3746,7,2023-02-17,2,Completed
2541,1597,54,2023-12-09,3,Completed
2542,6615,93,2023-05-25,3,Returned
2543,497,11,2023-04-27,1,Completed
2544,63,62,2023-02-24,4,Completed
2545,1580,30,2023-12-28,2,Completed
2546,8732,82,2024-08-04,2,Pending
2547,4294,57,2024-01-06,4,Cancelled
2548,4877,46,2023-08-05,1,Completed
2549,7851,80,2024-05-24,1,Cancelled
2550,4126,70,2023-05-29,,Completed
2551,2714,66,2023-12-10,2,Completed
2552,5329,55,2024-03-21,2,Pending
2553,9273,58,2023-12-05,4,Cancelled
2554,7888,10,2024-06-24,1,Returned
2555,3380,4,2023-11-14,1,Pending
2556,1599,74,2023-07-04,1,Returned
2557,7634,73,2024-05-01,3,Completed
2558,9821,62,2023-11-07,2,Completed
2559,3179,43,2023-03-20,4,Completed
2560,8045,42,2024-03-31,1,Completed
2561,5114,24,2024-06-29,3,Cancelled
2562,3373,5,2023-02-08,2,Cancelled
2563,6764,99,2024-02-19,1,Cancelled
2564,1070,68,2023-06-01,4,Completed
2565,2777,99,2023-04-09,2,Completed
2566,1193,77,2024-06-09,3,Pending
2567,814,96,2023-05-21,1,Returned
2568,1153,45,2024-05-10,4,Cancelled
2569,5833,59,2023-09-20,1,Completed
2570,1884,65,2024-08-17,3,Cancelled
2571,268,63,2024-06-23,4,Completed
2572,3672,75,2023-05-29,1,Cancelled
2573,2813,90,2023-09-26,1,Completed
2574,6563,67,2024-05-08,3,Returned
2575,7014,49,2023-02-08,1,Completed
2576,5178,77,2024-02-16,4,Pending
2577,4086,32,2023-11-27,2,Completed
2578,384,50,2023-06-02,2,Completed
2579,2851,87,2023-10-09,1,Completed
2580,6722,58,2023-08-02,1,Completed
2581,7084,52,2024-02-17,1,Completed
2582,1050,23,2023-12-10,1,Returned
2583,1834,30,2023-05-18,1,Completed
2584,8990,70,2023-12-11,2,Completed
2585,4468,71,2024-06-12,2,Completed
2586,2976,30,2023-07-24,1,Completed
2587,5156,37,2023-08-24,1,Cancelled
2588,7699,48,2024-08-13,2,Completed
2589,8001,32,2024-03-12,3,Completed
2590,1291,70,2023-03-11,2,Completed
2591,7962,35,2023-05-16,,Completed
2592,7600,96,2023-01-05,1,Completed
2593,7187,76,2023-12-22,1,Returned
2594,7507,68,2024-07-13,1,Completed
2595,2188,32,2024-05-05,1,
2596,8259,59,2023-06-14,,Completed
2597,9585,35,2023-02-07,2,Completed
2598,7792,16,2023-11-18,2,Completed
2599,6771,79,2023-05-20,1,Completed
2600,9894,52,2024-01-15,4,
2601,8771,66,2023-06-28,3,Cancelled
2602,7935,6,2023-06-09,2,Completed
2603,1606,14,2024-04-05,4,Completed
2604,7988,29,2023-09-08,,Returned
2605,7166,26,2024-07-16,1,Completed
2606,6055,18,2023-12-24,1,Completed
2607,4506,4,2023-10-16,1,Completed
2608,7248,57,2024-05-17,3,Completed
2609,5808,53,2024-08-01,1,Completed
2610,6257,25,2023-10-20,4,Cancelled
2611,8052,47,2024-07-10,2,Cancelled
2612,4285,52,2024-08-13,4,Completed
2613,2155,93,2024-03-22,3,Pending
2614,7743,34,2024-07-22,4,Pending
2615,2805,16,2024-06-27,2,Completed
2616,2221,94,2023-09-07,,Completed
2617,9191,87,2023-12-25,3,Completed
2618,722,36,2023-05-11,3,Completed
2619,9407,28,2023-06-19,2,Completed
2620,9886,65,2023-03-08,,Completed
2621,6975,72,2023-07-31,2,Cancelled
2622,5804,53,2023-03-03,4,Completed
2623,3395,42,2023-05-20,2,Completed
2624,4026,79,2024-02-08,4,Returned
2625,8129,98,2024-03-01,,Completed
2626,5157,19,2023-05-15,2,Completed
2627,4813,44,2024-07-08,2,Completed
2628,8651,30,2023-03-01,2,Completed
2629,9894,74,2023-10-24,1,Returned
2630,8819,44,2023-05-31,3,Completed
2631,2457,27,2023-10-31,1,Completed
2632,207,84,2023-11-02,2,Returned
2633,1357,89,2023-10-26,2,Returned
2634,7462,73,2024-03-12,1,Completed
2635,7157,34,2024-01-22,3,Completed
2636,8152,85,2024-03-19,1,Completed
2637,6523,24,2023-04-18,4,Completed
2638,2674,56,2024-06-01,1,Completed
2639,1050,7,2023-06-21,1,Completed
2640,6824,68,2023-01-22,2,Completed
2641,2592,51,2024-08-19,1,Completed
2642,6877,8,2023-03-16,2,Cancelled
2643,4005,56,2024-03-10,1,Returned
2644,5974,77,2023-03-20,2,Completed
2645,8283,58,2024-03-21,2,Completed
2646,8668,85,2023-07-23,2,Completed
2647,8057,99,2023-02-28,3,
2648,2047,69,2023-12-14,4,Completed
2649,5308,8,2023-07-28,2,Completed
2650,7737,66,2024-06-23,1,
2651,3691,24,2024-07-12,2,Completed
2652,3267,42,2023-04-05,4,Returned
2653,4630,54,2024-05-03,3,Completed
2654,2746,16,2024-06-28,1,Completed
2655,7024,4,2023-12-19,2,Completed
2656,8277,59,2024-04-25,,Pending
2657,2640,94,2024-08-12,2,Completed
2658,4937,46,2023-07-16,2,Completed
2659,77,94,2023-09-28,1,
2660,6474,99,2024-01-22,2,Cancelled
2661,3505,13,2024-06-03,1,Completed
2662,2425,37,2024-03-27,1,Completed
2663,6485,54,2023-10-21,3,Completed
2664,5297,49,2024-01-08,1,Returned
2665,6568,75,2024-07-08,,Returned
2666,6087,58,2024-02-22,2,Completed
2667,2222,19,2023-04-04,3,Completed
2668,406,18,2023-12-04,2,Pending
2669,2130,60,2024-08-14,2,Completed
2670,6835,17,2024-08-03,,Cancelled
2671,398,11,2023-04-22,1,Completed
2672,9993,15,2023-09-07,4,Returned
2673,3474,72,2023-07-21,3,Completed
2674,4990,93,2023-07-28,3,Returned
2675,3927,17,2023-08-17,1,Completed
2676,1945,90,2024-02-22,4,Completed
2677,8630,5,2023-05-27,1,Completed
2678,5392,61,2024-08-11,,Completed
2679,5400,4,2024-01-26,4,Cancelled
2680,223,56,2024-02-27,2,Completed
2681,1611,88,2023-07-06,,Cancelled
2682,7831,75,2023-09-24,1,Cancelled
2683,4605,94,2024-06-16,,Pending
2684,4001,48,2023-01-30,3,Returned
2685,2665,48,2023-10-23,1,Completed
2686,1066,35,2023-11-15,2,Completed
2687,5365,33,2024-05-15,3,Cancelled
2688,9469,100,2023-03-31,3,Cancelled
2689,5394,21,2023-03-10,2,Completed
2690,7103,5,2023-08-07,1,Completed
2691,7502,64,2023-01-03,1,Completed
2692,604,69,2023-06-24,,Completed
2693,5131,21,2023-08-14,1,Completed
2694,6296,89,2024-06-16,,Completed
2695,8381,74,2023-02-19,1,Completed
2696,7104,83,2023-03-20,2,Completed
2697,8868,32,2024-04-27,1,Completed
2698,638,18,2023-05-28,,Completed
2699,1845,58,2023-07-24,1,Completed
2700,47,98,2023-06-07,2,Completed
2701,820,79,2023-09-15,4,Cancelled
2702,3808,24,2024-08-15,4,Completed
2703,3023,5,2023-04-28,4,Completed
2704,1081,53,2023-09-07,,Returned
2705,3147,96,2024-04-05,,Cancelled
2706,1278,73,2024-05-23,4,Completed
2707,6742,55,2023-10-29,3,Completed
2708,2218,5,2024-05-24,3,Completed
2709,5266,69,2024-03-15,1,Completed
2710,2887,41,2023-09-21,3,Returned
2711,5635,98,2023-09-26,1,Completed
2712,8988,7,2023-06-16,4,Cancelled
2713,3329,90,2023-11-03,3,Completed
2714,7294,1,2023-05-20,,Completed
2715,3007,52,2023-04-30,1,Pending
2716,6959,98,2023-04-02,3,Returned
2717,7973,26,2023-07-19,2,Returned
2718,4144,96,2024-07-10,,Completed
2719,5518,63,2023-03-28,1,Completed
2720,1219,12,2023-02-27,1,Completed
2721,8019,70,2023-11-18,2,
2722,9953,84,2023-04-02,2,Completed
2723,8917,19,2023-07-08,2,Pending
2724,1345,80,2023-08-24,,Cancelled
2725,138,4,2024-07-06,1,Completed
2726,4451,96,2023-11-26,3,Completed
2727,4907,82,2024-01-25,1,Returned
2728,2760,5,2023-10-31,1,Returned
2729,59,54,2023-07-15,,Completed
2730,771,70,2023-09-08,2,Completed
2731,389,57,2023-02-20,4,Completed
2732,3423,78,2023-01-23,4,Completed
2733,7013,52,2024-03-25,4,Cancelled
2734,4853,18,2024-05-09,2,
2735,596,64,2023-09-29,4,Completed
2736,8628,10,2023-12-11,2,Cancelled
2737,9666,23,2023-12-28,2,Completed
2738,1983,82,2023-04-24,1,Completed
2739,8966,68,2023-07-14,2,Completed
2740,8210,52,2024-08-11,,Returned
2741,4331,96,2023-12-27,3,Completed
2742,5430,47,2023-02-02,4,Completed
2743,1693,70,2023-12-05,1,
2744,2771,26,2023-09-27,,Pending
2745,4377,70,2023-12-18,1,Completed
2746,4927,99,2023-05-06,,Completed
2747,3268,43,2024-04-20,4,Pending
2748,9331,69,2023-11-29,1,Returned
2749,7565,63,2023-11-03,3,Pending
2750,1696,78,2024-08-04,4,Completed
2751,1587,66,2024-01-06,2,Completed
2752,4681,63,2023-02-01,1,Completed
2753,5448,13,2024-01-31,4,Completed
2754,5461,51,2023-10-14,2,Pending
2755,7966,5,2023-12-26,1,Cancelled
2756,2269,47,2023-02-03,1,Completed
2757,7250,36,2023-01-03,3,Completed
2758,7462,36,2023-09-19,1,Cancelled
2759,3487,50,2024-02-12,4,Completed
2760,5802,56,2024-05-13,4,Cancelled
2761,2750,19,2023-01-03,2,Completed
2762,7786,20,2023-07-25,2,Completed
2763,6976,22,2023-12-11,3,Returned
2764,1406,31,2023-08-11,,Completed
2765,3576,62,2023-08-26,2,Completed
2766,2728,44,2023-07-06,,Completed
2767,6488,68,2023-07-14,2,Returned
2768,6292,67,2023-05-24,2,Completed
2769,2502,89,2024-03-15,1,Completed
2770,938,49,2023-10-21,3,Completed
2771,1756,59,2023-05-03,2,Completed
2772,3391,4,2024-03-21,4,Cancelled
2773,5817,39,2023-08-14,,Cancelled
2774,1217,7,2023-12-29,,Returned
2775,1204,71,2024-02-02,1,Completed
2776,1891,49,2023-11-26,2,Cancelled
2777,8583,89,2023-07-23,1,Returned
2778,7689,15,2024-05-27,1,Completed
2779,6501,7,2023-10-15,1,Completed
2780,6717,47,2024-05-12,2,Completed
2781,3747,68,2023-03-09,4,Completed
2782,8291,98,2024-01-31,3,Completed
2783,2196,45,2024-01-21,4,Completed
2784,4666,19,2024-03-24,,Completed
2785,9194,47,2023-02-05,2,Cancelled
2786,7350,53,2023-10-18,4,Cancelled
2787,9763,27,2023-10-22,1,Completed
2788,4399,5,2023-03-02,2,Completed
2789,3630,60,2023-09-10,2,Cancelled
2790,7767,77,2023-01-26,1,Completed
2791,6148,62,2023-10-24,2,Completed
2792,1064,59,2024-01-24,2,Completed
2793,8831,61,2024-02-15,4,Returned
2794,9335,56,2024-01-17,4,Completed
2795,8744,78,2023-05-12,3,Cancelled
2796,3276,94,2023-05-04,3,Completed
2797,977,47,2023-02-12,1,Returned
2798,4070,48,2023-11-21,3,Completed
2799,6403,10,2023-05-02,1,
2800,346,32,2023-07-05,1,Completed
2801,4943,65,2024-08-15,1,Completed
2802,2943,24,2023-02-06,3,Completed
